Model,DPO2024
Firmware Version,1.25

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,0.0002,
Sample Interval,1.6e-08,
Filter Frequency,2e+08,
Record Length,125000,
Gating,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,1
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,0.5,5
Label,,
TIME,CH1,CH2
4.01232e-04,-0.0123438,0.1
4.01248e-04,-0.0175,0.0757813
4.01264e-04,-0.0124219,0.0757813
4.01280e-04,-0.00984376,0.1
4.01296e-04,-0.0186719,0.0882813
4.01312e-04,-0.01375,0.0515626
4.01328e-04,-0.015,0.0625001
4.01344e-04,-0.0148438,0.0382813
4.01360e-04,-0.0124219,0.0625001
4.01376e-04,-0.0160938,0.0507813
4.01392e-04,-0.0148438,0.0757813
4.01408e-04,-0.0135938,0.0507813
4.01424e-04,-0.01125,0.0882813
4.01440e-04,-0.0123438,0.0382813
4.01456e-04,-0.01125,6.55651e-08
4.01472e-04,-0.0111719,0.0375001
4.01488e-04,-0.00992189,0.000781316
4.01504e-04,-0.0148438,0.0132813
4.01520e-04,-0.0135938,6.55651e-08
4.01536e-04,-0.015,-0.0109374
4.01552e-04,-0.0186719,-0.0374999
4.01568e-04,-0.0125,-0.0117187
4.01584e-04,-0.00867189,0.0125001
4.01600e-04,-0.0111719,-0.0234374
4.01616e-04,-0.0149219,-0.0249999
4.01632e-04,-0.0149219,-0.0367187
4.01648e-04,-0.0124219,-0.0499999
4.01664e-04,-0.0148438,-0.0742187
4.01680e-04,-0.0175,-0.0617187
4.01696e-04,-0.0148438,-0.0367187
4.01712e-04,-0.0148438,-0.0617187
4.01728e-04,-0.0135938,-0.0624999
4.01744e-04,-0.0149219,-0.0749999
4.01760e-04,-0.0173438,-0.0624999
4.01776e-04,-0.0148438,-0.0249999
4.01792e-04,-0.0135938,-0.0742187
4.01808e-04,-0.0185938,-0.0999999
4.01824e-04,-0.00992189,-0.0624999
4.01840e-04,-0.01,-0.0867187
4.01856e-04,-0.0136719,-0.0742187
4.01872e-04,-0.0148438,-0.0624999
4.01888e-04,-0.0111719,-0.0617187
4.01904e-04,-0.0136719,-0.0874999
4.01920e-04,-0.0124219,-0.0999999
4.01936e-04,-0.01375,-0.0999999
4.01952e-04,-0.0124219,-0.0867187
4.01968e-04,-0.0124219,-0.0999999
4.01984e-04,-0.0149219,-0.0999999
4.02000e-04,-0.0149219,-0.0867187
4.02016e-04,-0.0148438,-0.0867187
4.02032e-04,-0.0174219,-0.0999999
4.02048e-04,-0.01125,-0.0999999
4.02064e-04,-0.0135938,-0.0867187
4.02080e-04,-0.0149219,-0.0999999
4.02096e-04,-0.0135938,-0.0999999
4.02112e-04,-0.0124219,-0.0867187
4.02128e-04,-0.01125,-0.0874999
4.02144e-04,-0.0136719,-0.0867187
4.02160e-04,-0.0111719,-0.111719
4.02176e-04,-0.01625,-0.0867187
4.02192e-04,-0.01625,-0.0999999
4.02208e-04,-0.01875,-0.0992187
4.02224e-04,-0.0135938,-0.0999999
4.02240e-04,-0.0148438,-0.0999999
4.02256e-04,-0.00992189,-0.0999999
4.02272e-04,-0.0175,-0.0999999
4.02288e-04,-0.0175,-0.0999999
4.02304e-04,-0.0110938,-0.0999999
4.02320e-04,-0.0110938,-0.0999999
4.02336e-04,-0.0161719,-0.0867187
4.02352e-04,-0.0124219,-0.0999999
4.02368e-04,-0.0149219,-0.0867187
4.02384e-04,-0.0186719,-0.1125
4.02400e-04,-0.0148438,-0.0999999
4.02416e-04,-0.0175,-0.0999999
4.02432e-04,-0.0174219,-0.0999999
4.02448e-04,-0.0149219,-0.0999999
4.02464e-04,-0.0186719,-0.111719
4.02480e-04,-0.0148438,-0.0999999
4.02496e-04,-0.00992189,-0.111719
4.02512e-04,-0.0148438,-0.0999999
4.02528e-04,-0.0110938,-0.0999999
4.02544e-04,-0.0124219,-0.0999999
4.02560e-04,-0.0198438,-0.0999999
4.02576e-04,-0.00867189,-0.0999999
4.02592e-04,-0.01875,-0.0999999
4.02608e-04,-0.0148438,-0.0999999
4.02624e-04,-0.0186719,-0.0999999
4.02640e-04,-0.0124219,-0.0867187
4.02656e-04,-0.01625,-0.0999999
4.02672e-04,-0.0186719,-0.0999999
4.02688e-04,-0.0124219,-0.0999999
4.02704e-04,-0.01625,-0.111719
4.02720e-04,-0.0161719,-0.0874999
4.02736e-04,-0.0124219,-0.0999999
4.02752e-04,-0.0186719,-0.0999999
4.02768e-04,-0.0161719,-0.0999999
4.02784e-04,-0.01375,-0.0999999
4.02800e-04,-0.0135938,-0.0867187
4.02816e-04,-0.0125,-0.0999999
4.02832e-04,-0.0136719,-0.0867187
4.02848e-04,-0.0149219,-0.0999999
4.02864e-04,-0.01625,-0.0999999
4.02880e-04,-0.01625,-0.0999999
4.02896e-04,-0.0175,-0.0999999
4.02912e-04,-0.0175,-0.0999999
4.02928e-04,-0.01875,-0.0867187
4.02944e-04,-0.0186719,-0.0992187
4.02960e-04,-0.0124219,-0.0999999
4.02976e-04,-0.0149219,-0.0624999
4.02992e-04,-0.0161719,-0.0874999
4.03008e-04,-0.0173438,-0.0624999
4.03024e-04,-0.0149219,-0.0874999
4.03040e-04,-0.0149219,-0.0999999
4.03056e-04,-0.0135938,-0.0742187
4.03072e-04,-0.0136719,-0.0742187
4.03088e-04,-0.0161719,-0.0242187
4.03104e-04,-0.0124219,-0.0499999
4.03120e-04,-0.015,-0.0624999
4.03136e-04,-0.0124219,-0.0742187
4.03152e-04,-0.0185938,-0.0617187
4.03168e-04,-0.0161719,-0.0742187
4.03184e-04,-0.0175,-0.0999999
4.03200e-04,-0.01625,-0.0742187
4.03216e-04,-0.0135938,-0.0624999
4.03232e-04,-0.0148438,-0.0617187
4.03248e-04,-0.0136719,-0.0624999
4.03264e-04,-0.0124219,-0.0874999
4.03280e-04,-0.0149219,-0.0624999
4.03296e-04,-0.0148438,-0.0742187
4.03312e-04,-0.0186719,-0.0499999
4.03328e-04,-0.00617189,-0.0374999
4.03344e-04,-0.0136719,-0.0624999
4.03360e-04,-0.0161719,6.55651e-08
4.03376e-04,-0.0135938,-0.0617187
4.03392e-04,-0.0135938,0.000781316
4.03408e-04,-0.0147656,-0.0624999
4.03424e-04,-0.01625,0.000781316
4.03440e-04,-0.0161719,-0.0374999
4.03456e-04,-0.0175,0.000781316
4.03472e-04,-0.015,6.55651e-08
4.03488e-04,-0.0149219,-0.0249999
4.03504e-04,-0.00867189,0.0250001
4.03520e-04,-0.0160938,-0.0234374
4.03536e-04,-0.0174219,0.0632813
4.03552e-04,-0.0175,0.0507813
4.03568e-04,-0.0110938,0.0515626
4.03584e-04,-0.00992189,0.0257813
4.03600e-04,-0.00742189,0.0250001
4.03616e-04,-0.0160938,0.0257813
4.03632e-04,-0.0111719,0.0750001
4.03648e-04,-0.01125,0.0507813
4.03664e-04,-0.0186719,0.0750001
4.03680e-04,-0.0125,0.0515626
4.03696e-04,-0.0161719,0.0640626
4.03712e-04,-0.0135938,0.0882813
4.03728e-04,-0.0174219,0.0632813
4.03744e-04,-0.0186719,0.0750001
4.03760e-04,-0.0149219,0.0507813
4.03776e-04,-0.0111719,0.113281
4.03792e-04,-0.0125,0.0632813
4.03808e-04,-0.01625,0.1
4.03824e-04,-0.00992189,0.0750001
4.03840e-04,-0.0161719,0.1
4.03856e-04,-0.0175,0.1
4.03872e-04,-0.0174219,0.0757813
4.03888e-04,-0.0185938,0.1
4.03904e-04,-0.015,0.100781
4.03920e-04,-0.0124219,0.0875001
4.03936e-04,-0.0198438,0.113281
4.03952e-04,-0.0111719,0.0882813
4.03968e-04,-0.00859376,0.113281
4.03984e-04,-0.0136719,0.113281
4.04000e-04,-0.0174219,0.1
4.04016e-04,-0.0149219,0.1
4.04032e-04,-0.0211719,0.1
4.04048e-04,-0.01625,0.1
4.04064e-04,-0.0174219,0.113281
4.04080e-04,-0.00992189,0.1
4.04096e-04,-0.0149219,0.125781
4.04112e-04,-0.01125,0.125
4.04128e-04,-0.0161719,0.113281
4.04144e-04,-0.0149219,0.113281
4.04160e-04,-0.0124219,0.1
4.04176e-04,-0.00984376,0.113281
4.04192e-04,-0.0135938,0.1
4.04208e-04,-0.0136719,0.1
4.04224e-04,-0.0149219,0.1
4.04240e-04,-0.00984376,0.15
4.04256e-04,-0.0173438,0.15
4.04272e-04,-0.0110938,0.125781
4.04288e-04,-0.0149219,0.113281
4.04304e-04,-0.0174219,0.1375
4.04320e-04,-0.0124219,0.1625
4.04336e-04,-0.015,0.15
4.04352e-04,-0.01625,0.138281
4.04368e-04,-0.01625,0.138281
4.04384e-04,-0.0186719,0.125
4.04400e-04,-0.0174219,0.113281
4.04416e-04,-0.0136719,0.1625
4.04432e-04,-0.01625,0.113281
4.04448e-04,-0.0161719,0.163281
4.04464e-04,-0.0186719,0.15
4.04480e-04,-0.01125,0.176563
4.04496e-04,-0.0125,0.1375
4.04512e-04,-0.01875,0.15
4.04528e-04,-0.0124219,0.15
4.04544e-04,-0.0149219,0.163281
4.04560e-04,-0.0148438,0.1625
4.04576e-04,-0.0135938,0.138281
4.04592e-04,-0.0136719,0.188281
4.04608e-04,-0.0135938,0.200781
4.04624e-04,-0.0149219,0.200781
4.04640e-04,-0.0211719,0.176563
4.04656e-04,-0.0174219,0.175781
4.04672e-04,-0.0210938,0.163281
4.04688e-04,-0.0175,0.2125
4.04704e-04,-0.0161719,0.1625
4.04720e-04,-0.0135938,0.189063
4.04736e-04,-0.01625,0.225
4.04752e-04,-0.00992189,0.1875
4.04768e-04,-0.0161719,0.250781
4.04784e-04,-0.0123438,0.238281
4.04800e-04,-0.0136719,0.224219
4.04816e-04,-0.0123438,0.175781
4.04832e-04,-0.0123438,0.200781
4.04848e-04,-0.0160938,0.2
4.04864e-04,-0.0175,0.188281
4.04880e-04,-0.0136719,0.225
4.04896e-04,-0.0174219,0.2625
4.04912e-04,-0.0160938,0.2625
4.04928e-04,-0.0149219,0.25
4.04944e-04,-0.0174219,0.225
4.04960e-04,-0.0149219,0.250781
4.04976e-04,-0.0135938,0.236719
4.04992e-04,-0.01875,0.200781
4.05008e-04,-0.0161719,0.188281
4.05024e-04,-0.0148438,0.225
4.05040e-04,-0.0124219,0.175781
4.05056e-04,-0.0161719,0.200781
4.05072e-04,-0.0210938,0.250781
4.05088e-04,-0.0186719,0.2
4.05104e-04,-0.02,0.2125
4.05120e-04,-0.0173438,0.250781
4.05136e-04,-0.0161719,0.1375
4.05152e-04,-0.0149219,0.250781
4.05168e-04,-0.0148438,0.225781
4.05184e-04,-0.0136719,0.2375
4.05200e-04,-0.0149219,0.213281
4.05216e-04,-0.0161719,0.2
4.05232e-04,-0.01875,0.2125
4.05248e-04,-0.0136719,0.1875
4.05264e-04,-0.0175,0.2125
4.05280e-04,-0.0136719,0.225781
4.05296e-04,-0.0135938,0.164063
4.05312e-04,-0.01,0.2375
4.05328e-04,-0.01,0.238281
4.05344e-04,-0.015,0.238281
4.05360e-04,-0.0148438,0.2125
4.05376e-04,-0.0186719,0.2
4.05392e-04,-0.0175,0.1625
4.05408e-04,-0.01625,0.236719
4.05424e-04,-0.01875,0.225
4.05440e-04,-0.0148438,0.2125
4.05456e-04,-0.0186719,0.225
4.05472e-04,-0.0175,0.2375
4.05488e-04,-0.01625,0.175781
4.05504e-04,-0.0124219,0.238281
4.05520e-04,-0.01625,0.188281
4.05536e-04,-0.0175,0.1875
4.05552e-04,-0.0135156,0.189063
4.05568e-04,-0.0198438,0.225781
4.05584e-04,-0.0174219,0.200781
4.05600e-04,-0.0199219,0.2
4.05616e-04,-0.0161719,0.2125
4.05632e-04,-0.01875,0.188281
4.05648e-04,-0.0149219,0.1625
4.05664e-04,-0.0199219,0.163281
4.05680e-04,-0.0149219,0.2375
4.05696e-04,-0.0186719,0.2375
4.05712e-04,-0.0199219,0.1625
4.05728e-04,-0.01125,0.1625
4.05744e-04,-0.0199219,0.164063
4.05760e-04,-0.0149219,0.15
4.05776e-04,-0.015,0.2
4.05792e-04,-0.00984376,0.2125
4.05808e-04,-0.0149219,0.175781
4.05824e-04,-0.0148438,0.2
4.05840e-04,-0.0185938,0.188281
4.05856e-04,-0.0161719,0.15
4.05872e-04,-0.0136719,0.1625
4.05888e-04,-0.015,0.175781
4.05904e-04,-0.0135938,0.1375
4.05920e-04,-0.01625,0.163281
4.05936e-04,-0.0174219,0.200781
4.05952e-04,-0.0148438,0.15
4.05968e-04,-0.0173438,0.1625
4.05984e-04,-0.01125,0.1625
4.06000e-04,-0.0111719,0.15
4.06016e-04,-0.0124219,0.175
4.06032e-04,-0.0148438,0.200781
4.06048e-04,-0.015,0.1375
4.06064e-04,-0.015,0.1
4.06080e-04,-0.01875,0.1625
4.06096e-04,-0.0135938,0.15
4.06112e-04,-0.0135938,0.175781
4.06128e-04,-0.0149219,0.1375
4.06144e-04,-0.0124219,0.125781
4.06160e-04,-0.0147656,0.15
4.06176e-04,-0.0160938,0.175781
4.06192e-04,-0.0124219,0.15
4.06208e-04,-0.0186719,0.200781
4.06224e-04,-0.01375,0.15
4.06240e-04,-0.0160938,0.150781
4.06256e-04,-0.0186719,0.125
4.06272e-04,-0.0124219,0.15
4.06288e-04,-0.0174219,0.113281
4.06304e-04,-0.0161719,0.176563
4.06320e-04,-0.0199219,0.15
4.06336e-04,-0.0175,0.1375
4.06352e-04,-0.0174219,0.1625
4.06368e-04,-0.015,0.188281
4.06384e-04,-0.01125,0.15
4.06400e-04,-0.0161719,0.15
4.06416e-04,-0.0160938,0.1625
4.06432e-04,-0.01625,0.163281
4.06448e-04,-0.0135938,0.200781
4.06464e-04,-0.0124219,0.1625
4.06480e-04,-0.0161719,0.15
4.06496e-04,-0.01875,0.125781
4.06512e-04,-0.0185938,0.125
4.06528e-04,-0.0185938,0.1375
4.06544e-04,-0.0160938,0.15
4.06560e-04,-0.0124219,0.1375
4.06576e-04,-0.0136719,0.113281
4.06592e-04,-0.0136719,0.1125
4.06608e-04,-0.0161719,0.1125
4.06624e-04,-0.015,0.125781
4.06640e-04,-0.0148438,0.113281
4.06656e-04,-0.0175,0.125781
4.06672e-04,-0.0185938,0.15
4.06688e-04,-0.0136719,0.1
4.06704e-04,-0.0174219,0.15
4.06720e-04,-0.01375,0.175
4.06736e-04,-0.0185938,0.175781
4.06752e-04,-0.0161719,0.125781
4.06768e-04,-0.0174219,0.138281
4.06784e-04,-0.01625,0.1625
4.06800e-04,-0.0124219,0.125
4.06816e-04,-0.01875,0.150781
4.06832e-04,-0.0148438,0.1375
4.06848e-04,-0.0175,0.164063
4.06864e-04,-0.01875,0.15
4.06880e-04,-0.0136719,0.15
4.06896e-04,-0.0124219,0.1375
4.06912e-04,-0.0149219,0.15
4.06928e-04,-0.0124219,0.1375
4.06944e-04,-0.0148438,0.125
4.06960e-04,-0.0161719,0.175
4.06976e-04,-0.01625,0.15
4.06992e-04,-0.0223438,0.163281
4.07008e-04,-0.0161719,0.163281
4.07024e-04,-0.0160938,0.138281
4.07040e-04,-0.01625,0.1375
4.07056e-04,-0.01625,0.15
4.07072e-04,-0.0136719,0.2
4.07088e-04,-0.0160156,0.189063
4.07104e-04,-0.01625,0.1125
4.07120e-04,-0.0124219,0.175781
4.07136e-04,-0.01875,0.150781
4.07152e-04,-0.01375,0.175781
4.07168e-04,-0.0136719,0.188281
4.07184e-04,-0.0148438,0.113281
4.07200e-04,-0.0174219,0.1625
4.07216e-04,-0.0174219,0.15
4.07232e-04,-0.0175,0.175781
4.07248e-04,-0.0148438,0.15
4.07264e-04,-0.0186719,0.176563
4.07280e-04,-0.0160938,0.200781
4.07296e-04,-0.0125,0.2125
4.07312e-04,-0.0136719,0.1625
4.07328e-04,-0.0136719,0.200781
4.07344e-04,-0.0148438,0.175
4.07360e-04,-0.0135938,0.1625
4.07376e-04,-0.01625,0.188281
4.07392e-04,-0.0136719,0.163281
4.07408e-04,-0.0136719,0.15
4.07424e-04,-0.0186719,0.163281
4.07440e-04,-0.0149219,0.200781
4.07456e-04,-0.0186719,0.200781
4.07472e-04,-0.01875,0.1625
4.07488e-04,-0.0198438,0.1625
4.07504e-04,-0.0186719,0.175
4.07520e-04,-0.01125,0.188281
4.07536e-04,-0.0124219,0.225
4.07552e-04,-0.0210938,0.163281
4.07568e-04,-0.0160938,0.1625
4.07584e-04,-0.0160938,0.163281
4.07600e-04,-0.0211719,0.150781
4.07616e-04,-0.01875,0.2125
4.07632e-04,-0.0199219,0.175781
4.07648e-04,-0.0136719,0.175781
4.07664e-04,-0.01625,0.188281
4.07680e-04,-0.0136719,0.2125
4.07696e-04,-0.0148438,0.2
4.07712e-04,-0.0124219,0.2125
4.07728e-04,-0.0161719,0.200781
4.07744e-04,-0.0174219,0.225
4.07760e-04,-0.0175,0.188281
4.07776e-04,-0.01,0.250781
4.07792e-04,-0.0174219,0.213281
4.07808e-04,-0.0136719,0.225
4.07824e-04,-0.0136719,0.1625
4.07840e-04,-0.0135938,0.175781
4.07856e-04,-0.0199219,0.238281
4.07872e-04,-0.0135938,0.2125
4.07888e-04,-0.0160938,0.188281
4.07904e-04,-0.01875,0.163281
4.07920e-04,-0.0110938,0.188281
4.07936e-04,-0.0136719,0.2125
4.07952e-04,-0.0110938,0.211719
4.07968e-04,-0.0149219,0.2
4.07984e-04,-0.0123438,0.250781
4.08000e-04,-0.0124219,0.211719
4.08016e-04,-0.0175,0.175781
4.08032e-04,-0.0174219,0.188281
4.08048e-04,-0.0124219,0.2125
4.08064e-04,-0.01375,0.2
4.08080e-04,-0.0160938,0.200781
4.08096e-04,-0.0161719,0.2375
4.08112e-04,-0.01625,0.2
4.08128e-04,-0.01625,0.224219
4.08144e-04,-0.0124219,0.225781
4.08160e-04,-0.0148438,0.213281
4.08176e-04,-0.0175,0.188281
4.08192e-04,-0.01625,0.213281
4.08208e-04,-0.0149219,0.275781
4.08224e-04,-0.0160938,0.188281
4.08240e-04,-0.0149219,0.225
4.08256e-04,-0.0199219,0.2
4.08272e-04,-0.0148438,0.1875
4.08288e-04,-0.0124219,0.200781
4.08304e-04,-0.01875,0.175
4.08320e-04,-0.0148438,0.2125
4.08336e-04,-0.0136719,0.200781
4.08352e-04,-0.01625,0.2
4.08368e-04,-0.0174219,0.225
4.08384e-04,-0.0124219,0.225781
4.08400e-04,-0.0148438,0.200781
4.08416e-04,-0.0199219,0.188281
4.08432e-04,-0.0223438,0.189063
4.08448e-04,-0.0135938,0.188281
4.08464e-04,-0.0149219,0.163281
4.08480e-04,-0.0148438,0.188281
4.08496e-04,-0.0136719,0.2
4.08512e-04,-0.0161719,0.2
4.08528e-04,-0.0149219,0.175781
4.08544e-04,-0.0149219,0.2
4.08560e-04,-0.0175,0.163281
4.08576e-04,-0.0148438,0.188281
4.08592e-04,-0.0174219,0.1375
4.08608e-04,-0.0174219,0.200781
4.08624e-04,-0.0149219,0.175
4.08640e-04,-0.0161719,0.1625
4.08656e-04,-0.0111719,0.238281
4.08672e-04,-0.0186719,0.188281
4.08688e-04,-0.0174219,0.188281
4.08704e-04,-0.0211719,0.1375
4.08720e-04,-0.01125,0.200781
4.08736e-04,-0.0161719,0.175
4.08752e-04,-0.0223438,0.200781
4.08768e-04,-0.0223438,0.176563
4.08784e-04,-0.0147656,0.125781
4.08800e-04,-0.01625,0.125781
4.08816e-04,-0.0173438,0.176563
4.08832e-04,-0.0149219,0.15
4.08848e-04,-0.0123438,0.176563
4.08864e-04,-0.0211719,0.125781
4.08880e-04,-0.0148438,0.1375
4.08896e-04,-0.0174219,0.138281
4.08912e-04,-0.01125,0.1375
4.08928e-04,-0.0175,0.175781
4.08944e-04,-0.0135938,0.113281
4.08960e-04,-0.0161719,0.113281
4.08976e-04,-0.0148438,0.1125
4.08992e-04,-0.0124219,0.125781
4.09008e-04,-0.0174219,0.125781
4.09024e-04,-0.0161719,0.1375
4.09040e-04,-0.0173438,0.1375
4.09056e-04,-0.00992189,0.15
4.09072e-04,-0.0174219,0.113281
4.09088e-04,-0.02,0.125
4.09104e-04,-0.0211719,0.125
4.09120e-04,-0.0199219,0.1125
4.09136e-04,-0.0148438,0.125
4.09152e-04,-0.0160938,0.113281
4.09168e-04,-0.0160938,0.1
4.09184e-04,-0.0135938,0.15
4.09200e-04,-0.0186719,0.125781
4.09216e-04,-0.0149219,0.1
4.09232e-04,-0.015,0.1
4.09248e-04,-0.0125,0.113281
4.09264e-04,-0.01875,0.113281
4.09280e-04,-0.0224219,0.0882813
4.09296e-04,-0.0199219,0.125781
4.09312e-04,-0.0124219,0.1
4.09328e-04,-0.01875,0.0882813
4.09344e-04,-0.0185938,0.1
4.09360e-04,-0.0148438,0.0750001
4.09376e-04,-0.0124219,0.1
4.09392e-04,-0.0161719,0.1
4.09408e-04,-0.0174219,0.1125
4.09424e-04,-0.0199219,0.1
4.09440e-04,-0.0148438,0.1
4.09456e-04,-0.0149219,0.1
4.09472e-04,-0.0174219,0.1
4.09488e-04,-0.0160938,0.0875001
4.09504e-04,-0.0161719,0.0875001
4.09520e-04,-0.0111719,0.1
4.09536e-04,-0.0161719,0.0632813
4.09552e-04,-0.0136719,0.0875001
4.09568e-04,-0.0148438,0.0882813
4.09584e-04,-0.0199219,0.0875001
4.09600e-04,-0.0149219,0.0867188
4.09616e-04,-0.0135156,0.0757813
4.09632e-04,-0.0161719,0.0750001
4.09648e-04,-0.0124219,0.0632813
4.09664e-04,-0.0199219,0.0867188
4.09680e-04,-0.0111719,0.0507813
4.09696e-04,-0.00867189,0.0882813
4.09712e-04,-0.0160938,0.0250001
4.09728e-04,-0.0175,0.0750001
4.09744e-04,-0.0136719,0.0882813
4.09760e-04,-0.01625,0.0515626
4.09776e-04,-0.0161719,0.0757813
4.09792e-04,-0.0174219,0.0632813
4.09808e-04,-0.0148438,0.0500001
4.09824e-04,-0.01625,0.0632813
4.09840e-04,-0.0149219,0.0367188
4.09856e-04,-0.0124219,0.0640626
4.09872e-04,-0.0149219,0.0250001
4.09888e-04,-0.0175,0.0632813
4.09904e-04,-0.0136719,0.0382813
4.09920e-04,-0.0175,0.0382813
4.09936e-04,-0.0136719,0.0250001
4.09952e-04,-0.0148438,0.0367188
4.09968e-04,-0.0148438,0.0390626
4.09984e-04,-0.0186719,0.0382813
4.10000e-04,-0.0160938,0.0367188
4.10016e-04,-0.0161719,0.0500001
4.10032e-04,-0.0211719,0.0375001
4.10048e-04,-0.0199219,0.0507813
4.10064e-04,-0.0186719,0.0242188
4.10080e-04,-0.0160938,0.0382813
4.10096e-04,-0.0186719,-0.0234374
4.10112e-04,-0.02,-0.0242187
4.10128e-04,-0.0136719,0.0390626
4.10144e-04,-0.0124219,0.0375001
4.10160e-04,-0.0175,0.0125001
4.10176e-04,-0.0136719,6.55651e-08
4.10192e-04,-0.0136719,0.000781316
4.10208e-04,-0.00992189,-0.0109374
4.10224e-04,-0.0186719,0.0257813
4.10240e-04,-0.015,0.0250001
4.10256e-04,-0.0175,-0.0117187
4.10272e-04,-0.0174219,-0.0374999
4.10288e-04,-0.0136719,6.55651e-08
4.10304e-04,-0.0174219,0.0250001
4.10320e-04,-0.0174219,0.0382813
4.10336e-04,-0.00992189,0.0125001
4.10352e-04,-0.0186719,6.55651e-08
4.10368e-04,-0.02,0.000781316
4.10384e-04,-0.0175,-0.0242187
4.10400e-04,-0.0160938,-0.0359374
4.10416e-04,-0.0186719,0.000781316
4.10432e-04,-0.0175,0.0125001
4.10448e-04,-0.0135938,0.0125001
4.10464e-04,-0.0186719,0.000781316
4.10480e-04,-0.0124219,0.000781316
4.10496e-04,-0.0174219,-0.0242187
4.10512e-04,-0.0123438,-0.0242187
4.10528e-04,-0.01,0.000781316
4.10544e-04,-0.0186719,0.000781316
4.10560e-04,-0.01625,0.0125001
4.10576e-04,-0.0160938,0.0125001
4.10592e-04,-0.0111719,0.000781316
4.10608e-04,-0.0125,0.0250001
4.10624e-04,-0.0186719,0.000781316
4.10640e-04,-0.0135938,0.000781316
4.10656e-04,-0.0174219,0.000781316
4.10672e-04,-0.0174219,0.000781316
4.10688e-04,-0.0160938,0.0382813
4.10704e-04,-0.0185938,0.0125001
4.10720e-04,-0.0110938,0.0125001
4.10736e-04,-0.0136719,-0.0242187
4.10752e-04,-0.0161719,-0.0109374
4.10768e-04,-0.0174219,0.0132813
4.10784e-04,-0.0135938,0.0242188
4.10800e-04,-0.0148438,-0.0249999
4.10816e-04,-0.0161719,-0.0249999
4.10832e-04,-0.0199219,0.0250001
4.10848e-04,-0.0186719,0.0125001
4.10864e-04,-0.0175,0.0625001
4.10880e-04,-0.0175,0.0375001
4.10896e-04,-0.01625,0.0632813
4.10912e-04,-0.0124219,0.0257813
4.10928e-04,-0.0136719,0.0382813
4.10944e-04,-0.0124219,0.0250001
4.10960e-04,-0.0175,0.0257813
4.10976e-04,-0.015,0.0250001
4.10992e-04,-0.0160938,0.0632813
4.11008e-04,-0.0148438,0.0750001
4.11024e-04,-0.0148438,0.0757813
4.11040e-04,-0.0149219,0.0515626
4.11056e-04,-0.0160938,0.0757813
4.11072e-04,-0.0149219,0.0632813
4.11088e-04,-0.0186719,0.0632813
4.11104e-04,-0.0211719,0.0757813
4.11120e-04,-0.0148438,0.0632813
4.11136e-04,-0.0186719,0.0507813
4.11152e-04,-0.0148438,0.0750001
4.11168e-04,-0.0148438,0.0132813
4.11184e-04,-0.0175,0.0757813
4.11200e-04,-0.0199219,0.0875001
4.11216e-04,-0.0174219,0.0757813
4.11232e-04,-0.0124219,0.0750001
4.11248e-04,-0.0175,0.0507813
4.11264e-04,-0.0186719,0.0757813
4.11280e-04,-0.0125,0.0867188
4.11296e-04,-0.01875,0.0875001
4.11312e-04,-0.0211719,0.0757813
4.11328e-04,-0.0161719,0.0875001
4.11344e-04,-0.0149219,0.0632813
4.11360e-04,-0.0135938,0.0757813
4.11376e-04,-0.0161719,0.0757813
4.11392e-04,-0.0186719,0.0875001
4.11408e-04,-0.0211719,0.0875001
4.11424e-04,-0.0148438,0.0757813
4.11440e-04,-0.0175,0.1
4.11456e-04,-0.0249219,0.1
4.11472e-04,-0.0186719,0.0867188
4.11488e-04,-0.0149219,0.0742188
4.11504e-04,-0.0173438,0.1
4.11520e-04,-0.0149219,0.0757813
4.11536e-04,-0.0136719,0.0750001
4.11552e-04,-0.0175,0.0757813
4.11568e-04,-0.0148438,0.0875001
4.11584e-04,-0.0136719,0.0757813
4.11600e-04,-0.0186719,0.0750001
4.11616e-04,-0.0185938,0.0875001
4.11632e-04,-0.0149219,0.1
4.11648e-04,-0.01375,0.113281
4.11664e-04,-0.0148438,0.1
4.11680e-04,-0.0148438,0.1
4.11696e-04,-0.0148438,0.1
4.11712e-04,-0.0111719,0.0882813
4.11728e-04,-0.0149219,0.0882813
4.11744e-04,-0.0148438,0.113281
4.11760e-04,-0.0148438,0.113281
4.11776e-04,-0.0149219,0.0875001
4.11792e-04,-0.0175,0.1125
4.11808e-04,-0.0163281,0.1
4.11824e-04,-0.0161719,0.1
4.11840e-04,-0.01625,0.113281
4.11856e-04,-0.0136719,0.1
4.11872e-04,-0.0161719,0.1
4.11888e-04,-0.0161719,0.1
4.11904e-04,-0.0149219,0.113281
4.11920e-04,-0.0199219,0.113281
4.11936e-04,-0.0161719,0.1125
4.11952e-04,-0.0136719,0.125781
4.11968e-04,-0.0135938,0.0867188
4.11984e-04,-0.01375,0.113281
4.12000e-04,-0.0174219,0.125781
4.12016e-04,-0.0148438,0.125781
4.12032e-04,-0.0161719,0.113281
4.12048e-04,-0.01375,0.113281
4.12064e-04,-0.01625,0.1375
4.12080e-04,-0.0135938,0.1125
4.12096e-04,-0.0174219,0.125781
4.12112e-04,-0.0175,0.138281
4.12128e-04,-0.0161719,0.125
4.12144e-04,-0.01375,0.125
